_catalog_row,imdb_resolved_id,imdb_match_method,imdb_match_status,imdb_match_candidates
0,tt7587890,exact_title_type_year,matched,1
1,tt15940132,existing_imdb_id,matched,1
2,tt0413573,exact_title_type_year,matched,1
3,tt0460681,exact_title_type_year,matched,1
4,tt0944947,exact_title_type_year,matched,1
5,tt0096697,exact_title_type_year,matched,1
6,tt0460627,exact_title_type_year,matched,1
7,tt0816692,existing_imdb_id,matched,1
8,tt11737520,exact_title_type_year,matched,1
9,tt1375666,existing_imdb_id,matched,1
10,tt4574334,exact_title_type_year,matched,1
11,tt0848228,existing_imdb_id,matched,1
12,tt0182576,exact_title_type_year,matched,1
13,tt0203259,exact_title_type_year,matched,1
14,tt0468569,existing_imdb_id,matched,1
15,tt0246393,exact_title_type_year,matched,1
16,tt0111161,existing_imdb_id,matched,1
17,tt0903747,exact_title_type_year,matched,1
18,tt4154756,existing_imdb_id,matched,1
19,tt0499549,existing_imdb_id,matched,1
20,tt32357218,existing_imdb_id,matched,1
21,tt0137523,existing_imdb_id,matched,1
22,tt1431045,existing_imdb_id,matched,1
23,tt0364845,exact_title_type_year,matched,1
24,tt0412142,exact_title_type_year,matched,1
25,tt1196946,exact_title_type_year,matched,1
26,tt0110912,existing_imdb_id,matched,1
27,tt0109830,existing_imdb_id,matched,1
28,tt7286456,existing_imdb_id,matched,1
29,tt0120737,existing_imdb_id,matched,1
30,tt4154796,existing_imdb_id,matched,1
31,tt4052886,exact_title_type_year,matched,1
32,tt1520211,exact_title_type_year,matched,1
33,tt2015381,existing_imdb_id,matched,1
34,tt33362276,exact_title_type_year,matched,1
35,tt0167260,existing_imdb_id,matched,1
36,tt1853728,existing_imdb_id,matched,1
37,tt12343534,exact_title_type_year,matched,1
38,tt0133093,existing_imdb_id,matched,1
39,tt2442560,exact_title_type_year,matched,1
40,tt0120338,existing_imdb_id,matched,1
41,tt6470478,exact_title_type_year,matched,1
42,,,year_mismatch,5
43,tt0993846,existing_imdb_id,matched,1
44,tt2057880,exact_title_type_year,matched,1
45,,,not_found_correct_type,0
46,tt0098844,exact_title_type_year,matched,1
47,tt0279600,exact_title_type_year,matched,1
48,tt0361748,existing_imdb_id,matched,1
49,tt0167261,existing_imdb_id,matched,1
50,tt1190634,exact_title_type_year,matched,1
51,tt1345836,existing_imdb_id,matched,1
52,tt0115147,exact_title_type_year,matched,1
53,,,not_found,0
54,tt10872600,existing_imdb_id,matched,1
55,tt6751668,existing_imdb_id,matched,1
56,tt0068646,existing_imdb_id,matched,1
57,tt0088512,exact_title_type_year,matched,1
58,tt2096673,existing_imdb_id,matched,1
59,tt1392190,existing_imdb_id,matched,1
60,tt0452046,exact_title_type_year,matched,1
61,tt0436992,exact_title_type_year,matched,1
62,tt0114369,existing_imdb_id,matched,1
63,tt2395427,existing_imdb_id,matched,1
64,tt5420376,exact_title_type_year,matched,1
65,tt3498820,existing_imdb_id,matched,1
66,tt0304141,existing_imdb_id,matched,1
67,tt1825683,existing_imdb_id,matched,1
68,tt3896198,existing_imdb_id,matched,1
69,tt2250912,existing_imdb_id,matched,1
70,tt0295297,existing_imdb_id,matched,1
71,tt6468322,exact_title_type_year,matched,1
72,tt2741602,exact_title_type_year,matched,1
73,tt0106004,exact_title_type_year,matched,1
74,tt0144724,exact_title_type_year,matched,1
75,tt2861424,exact_title_type_year,matched,1
76,tt2712740,exact_title_type_year,matched,1
77,tt1201607,existing_imdb_id,matched,1
78,tt1405406,exact_title_type_year,matched,1
79,tt0247082,exact_title_type_year,matched,1
80,tt1211837,existing_imdb_id,matched,1
81,tt26443597,existing_imdb_id,matched,1
82,tt1049413,existing_imdb_id,matched,1
83,tt1442437,exact_title_type_year,matched,1
84,tt30144839,existing_imdb_id,matched,1
85,tt0330373,existing_imdb_id,matched,1
86,tt3501632,existing_imdb_id,matched,1
87,tt4546568,exact_title_type_year,matched,1
88,tt0372784,existing_imdb_id,matched,1
89,tt4083422,exact_title_type_year,matched,1
90,tt0088763,existing_imdb_id,matched,1
91,tt1300854,existing_imdb_id,matched,1
92,tt3444938,exact_title_type_year,matched,1
93,tt3659388,existing_imdb_id,matched,1
94,tt2267998,existing_imdb_id,matched,1
95,tt1392170,existing_imdb_id,matched,1
96,tt0172495,existing_imdb_id,matched,1
97,tt0910970,existing_imdb_id,matched,1
98,tt0120689,existing_imdb_id,matched,1
99,tt0156214,exact_title_type_year,matched,1
100,tt1228705,existing_imdb_id,matched,1
101,tt0083399,exact_title_type_year,matched,1
102,tt0417741,existing_imdb_id,matched,1
103,tt12042730,existing_imdb_id,matched,1
104,tt2948356,existing_imdb_id,matched,1
105,tt0773262,exact_title_type_year,matched,1
106,tt0373889,existing_imdb_id,matched,1
107,tt4633694,existing_imdb_id,matched,1
108,tt0245429,existing_imdb_id,matched,1
109,tt0926084,existing_imdb_id,matched,1
110,tt0266543,existing_imdb_id,matched,1
111,,,ambiguous_exact_year,2
112,tt0458339,existing_imdb_id,matched,1
113,tt0145487,existing_imdb_id,matched,1
114,tt0110357,existing_imdb_id,matched,1
115,tt0120382,existing_imdb_id,matched,1
116,tt0141842,exact_title_type_year,matched,1
117,tt1586680,exact_title_type_year,matched,1
118,tt1396484,existing_imdb_id,matched,1
119,tt1675434,existing_imdb_id,matched,1
120,tt2543164,existing_imdb_id,matched,1
121,tt2911666,existing_imdb_id,matched,1
122,tt0114709,existing_imdb_id,matched,1
123,tt2488496,existing_imdb_id,matched,1
124,tt13443470,exact_title_type_year,matched,1
125,tt0800369,existing_imdb_id,matched,1
126,tt0478970,existing_imdb_id,matched,1
127,tt0055708,exact_title_type_year,matched,1
128,tt0198781,existing_imdb_id,matched,1
129,tt0903624,existing_imdb_id,matched,1
130,tt1843866,existing_imdb_id,matched,1
131,tt0121955,exact_title_type_year,matched,1
132,tt0103434,exact_title_type_year,matched,1
133,tt3783958,existing_imdb_id,matched,1
134,tt0410975,exact_title_type_year,matched,1
135,tt0369610,existing_imdb_id,matched,1
136,tt5463162,existing_imdb_id,matched,1
137,tt0126029,existing_imdb_id,matched,1
138,tt0375446,exact_title_type_year,matched,1
139,tt14181714,existing_imdb_id,matched,1
140,tt1632701,exact_title_type_year,matched,1
141,tt1663202,existing_imdb_id,matched,1
142,tt2306299,exact_title_type_year,matched,1
143,tt8740790,exact_title_type_year,matched,1
144,tt0306414,exact_title_type_year,matched,1
145,tt0266697,existing_imdb_id,matched,1
146,tt3183660,existing_imdb_id,matched,1
147,tt3032476,exact_title_type_year,matched,1
148,tt1160419,existing_imdb_id,matched,1
149,tt1727824,existing_imdb_id,matched,1
150,tt0382932,existing_imdb_id,matched,1
151,tt0898266,exact_title_type_year,matched,1
152,tt8772296,exact_title_type_year,matched,1
153,tt31193180,existing_imdb_id,matched,1
154,tt0482571,existing_imdb_id,matched,1
155,tt6226232,exact_title_type_year,matched,1
156,tt0317705,existing_imdb_id,matched,1
157,tt0877057,exact_title_type_year,matched,1
158,tt0118480,exact_title_type_year,matched,1
159,tt0397306,exact_title_type_year,matched,1
160,tt4972582,existing_imdb_id,matched,1
161,tt9140554,exact_title_type_year,matched,1
162,tt2802144,existing_imdb_id,matched,1
163,tt26443616,existing_imdb_id,matched,1
164,tt2185037,exact_title_type_year,matched,1
165,tt1119646,existing_imdb_id,matched,1
166,tt6320628,existing_imdb_id,matched,1
167,tt0120815,existing_imdb_id,matched,1
168,tt2245084,existing_imdb_id,matched,1
169,tt2294629,existing_imdb_id,matched,1
170,tt1830617,exact_title_type_year,matched,1
171,tt0434665,exact_title_type_year,matched,1
172,tt9813792,exact_title_type_year,matched,1
173,tt0988824,exact_title_type_year,matched,1
174,tt7134908,exact_title_type_year,matched,1
175,tt9140560,exact_title_type_year,matched,1
176,tt0407887,existing_imdb_id,matched,1
177,tt0338013,existing_imdb_id,matched,1
178,tt4236770,exact_title_type_year,matched,1
179,tt0080684,existing_imdb_id,matched,1
180,tt0264464,existing_imdb_id,matched,1
181,tt2193021,exact_title_type_year,matched,1
182,tt2580046,exact_title_type_year,matched,1
183,tt0102926,existing_imdb_id,matched,1
184,tt7491982,exact_title_type_year,matched,1
185,tt0110413,existing_imdb_id,matched,1
186,tt1844624,exact_title_type_year,matched,1
187,tt3890160,existing_imdb_id,matched,1
188,tt1630029,existing_imdb_id,matched,1
189,tt0118401,exact_title_type_year,matched,1
190,tt2661044,exact_title_type_year,matched,1
191,tt22248376,exact_title_type_year,matched,1
192,tt5311514,existing_imdb_id,matched,1
193,tt0948470,existing_imdb_id,matched,1
194,tt0383574,existing_imdb_id,matched,1
195,tt3006802,exact_title_type_year,matched,1
196,tt0435761,existing_imdb_id,matched,1
197,tt32430579,existing_imdb_id,matched,1
198,tt1798709,existing_imdb_id,matched,1
199,tt0934814,exact_title_type_year,matched,1
200,tt2805096,exact_title_type_year,matched,1
201,tt1877832,existing_imdb_id,matched,1
202,tt3748528,existing_imdb_id,matched,1
203,tt1312171,exact_title_type_year,matched,1
204,tt1670345,existing_imdb_id,matched,1
205,tt2261391,exact_title_type_year,matched,1
206,tt0168366,exact_title_type_year,matched,1
207,tt2310332,existing_imdb_id,matched,1
208,tt2527336,existing_imdb_id,matched,1
209,tt3460252,existing_imdb_id,matched,1
210,tt0099685,existing_imdb_id,matched,1
211,tt2802850,exact_title_type_year,matched,1
212,tt8946378,existing_imdb_id,matched,1
213,tt31938062,exact_title_type_year,matched,1
214,tt3697842,exact_title_type_year,matched,1
215,tt15398776,existing_imdb_id,matched,1
216,tt4154664,existing_imdb_id,matched,1
217,tt0106053,exact_title_type_year,matched,1
218,tt2085059,exact_title_type_year,matched,1
219,tt1323594,existing_imdb_id,matched,1
220,tt6644200,existing_imdb_id,matched,1
221,tt0078748,existing_imdb_id,matched,1
222,tt31050594,existing_imdb_id,matched,1
223,tt2771200,existing_imdb_id,matched,1
224,tt2660806,exact_title_type_year,matched,1
225,tt0455275,exact_title_type_year,matched,1
226,tt1074638,existing_imdb_id,matched,1
227,tt1567432,exact_title_type_year,matched,1
228,tt1951265,existing_imdb_id,matched,1
229,tt6966692,existing_imdb_id,matched,1
230,,,year_mismatch,3
231,tt8579674,existing_imdb_id,matched,1
232,tt7366338,exact_title_type_year,matched,1
233,tt0409591,exact_title_type_year,matched,1
234,tt5180504,exact_title_type_year,matched,1
235,tt11126994,exact_title_type_year,matched,1
236,tt1839578,exact_title_type_year,matched,1
237,tt1600194,exact_title_type_year,matched,1
238,tt0098904,exact_title_type_year,matched,1
239,tt2674426,existing_imdb_id,matched,1
240,tt0475784,exact_title_type_year,matched,1
241,tt1710308,exact_title_type_year,matched,1
242,tt0816711,existing_imdb_id,matched,1
243,tt0185819,exact_title_type_year,matched,1
244,tt0378194,existing_imdb_id,matched,1
245,tt5726616,existing_imdb_id,matched,1
246,tt3121722,exact_title_type_year,matched,1
247,tt1392214,existing_imdb_id,matched,1
248,tt0449088,existing_imdb_id,matched,1
249,tt14850054,existing_imdb_id,matched,1
250,tt7235466,exact_title_type_year,matched,1
251,tt7221388,exact_title_type_year,matched,1
252,tt4655480,exact_title_type_year,matched,1
253,tt4425200,existing_imdb_id,matched,1
254,tt1219024,exact_title_type_year,matched,1
255,tt0120363,existing_imdb_id,matched,1
256,tt2872732,existing_imdb_id,matched,1
257,tt0316654,existing_imdb_id,matched,1
258,tt1637574,exact_title_type_year,matched,1
259,tt1877830,existing_imdb_id,matched,1
260,tt0470752,existing_imdb_id,matched,1
261,tt0496424,exact_title_type_year,matched,1
262,tt11198330,exact_title_type_year,matched,1
263,tt3606756,existing_imdb_id,matched,1
264,tt0119217,existing_imdb_id,matched,1
265,,,not_found,0
266,tt0367594,existing_imdb_id,matched,1
267,tt13706018,exact_title_type_year,matched,1
268,tt0071562,existing_imdb_id,matched,1
269,tt3513388,exact_title_type_year,matched,1
270,tt0313043,exact_title_type_year,matched,1
271,tt5753856,exact_title_type_year,matched,1
272,tt0770828,existing_imdb_id,matched,1
273,tt3581920,exact_title_type_year,matched,1
274,tt1477834,existing_imdb_id,matched,1
275,tt0477348,existing_imdb_id,matched,1
276,tt2713180,existing_imdb_id,matched,1
277,tt0121766,existing_imdb_id,matched,1
278,tt2948372,existing_imdb_id,matched,1
279,,,not_found,0
280,tt9288030,exact_title_type_year,matched,1
281,tt6718170,existing_imdb_id,matched,1
282,tt0437729,exact_title_type_year,matched,1
283,tt12361974,existing_imdb_id,matched,1
284,tt5834204,exact_title_type_year,matched,1
285,tt0347149,existing_imdb_id,matched,1
286,tt0780504,existing_imdb_id,matched,1
287,tt3521164,existing_imdb_id,matched,1
288,tt35316225,exact_title_type_year,matched,1
289,tt2179136,existing_imdb_id,matched,1
290,tt0268380,existing_imdb_id,matched,1
291,tt0416449,existing_imdb_id,matched,1
292,tt17543592,exact_title_type_year,matched,1
293,tt0458352,existing_imdb_id,matched,1
294,tt0332280,existing_imdb_id,matched,1
295,tt0398286,existing_imdb_id,matched,1
296,tt0317219,existing_imdb_id,matched,1
297,tt1740718,exact_title_type_year,matched,1
298,tt2562232,existing_imdb_id,matched,1
299,tt1757678,existing_imdb_id,matched,1
300,tt1587310,existing_imdb_id,matched,1
301,tt0421715,existing_imdb_id,matched,1
302,tt0063951,exact_title_type_year,matched,1
303,tt0167404,existing_imdb_id,matched,1
304,tt1796960,exact_title_type_year,matched,1
305,,,not_found,0
306,tt9362722,existing_imdb_id,matched,1
307,tt0369179,exact_title_type_year,matched,1
308,tt0120586,existing_imdb_id,matched,1
309,tt21209876,exact_title_type_year,matched,1
310,tt27497448,exact_title_type_year,matched,1
311,tt1298650,existing_imdb_id,matched,1
312,tt0220204,exact_title_type_year,matched,1
313,tt15239678,existing_imdb_id,matched,1
314,tt1217209,existing_imdb_id,matched,1
315,tt1772341,existing_imdb_id,matched,1
316,tt0097165,existing_imdb_id,matched,1
317,tt7767422,exact_title_type_year,matched,1
318,tt0246578,existing_imdb_id,matched,1
319,tt0796264,exact_title_type_year,matched,1
320,tt0169547,existing_imdb_id,matched,1
321,tt0285331,exact_title_type_year,matched,1
322,tt2283362,existing_imdb_id,matched,1
323,tt1355644,existing_imdb_id,matched,1
324,tt36849871,exact_title_type_year,matched,1
325,tt14507394,existing_imdb_id,matched,1
326,tt33046197,existing_imdb_id,matched,1
327,tt9332934,exact_title_type_year,matched,1
328,tt7335184,exact_title_type_year,matched,1
329,tt1751634,exact_title_type_year,matched,1
330,tt1475582,exact_title_type_year,matched,1
331,tt0402711,exact_title_type_year,matched,1
332,tt0413300,existing_imdb_id,matched,1
333,tt3228774,existing_imdb_id,matched,1
334,tt2872718,existing_imdb_id,matched,1
335,tt1358522,exact_title_type_year,matched,1
336,tt3749900,exact_title_type_year,matched,1
337,tt7888964,existing_imdb_id,matched,1
338,tt14877120,exact_title_type_year,matched,1
339,tt5027774,existing_imdb_id,matched,1
340,tt0069576,exact_title_type_year,matched,1
341,tt1343092,existing_imdb_id,matched,1
342,,,not_found,0
343,tt0086250,existing_imdb_id,matched,1
344,tt1285016,existing_imdb_id,matched,1
345,tt1517451,existing_imdb_id,matched,1
346,tt31227572,existing_imdb_id,matched,1
347,tt1355642,exact_title_type_year,matched,1
348,tt5580390,existing_imdb_id,matched,1
349,tt0096874,existing_imdb_id,matched,1
350,tt32820897,existing_imdb_id,matched,1
351,tt0298148,existing_imdb_id,matched,1
352,tt0112167,exact_title_type_year,matched,1
353,,,not_found,0
354,tt1014759,existing_imdb_id,matched,1
355,tt0441773,existing_imdb_id,matched,1
356,tt0212671,exact_title_type_year,matched,1
357,tt3514324,exact_title_type_year,matched,1
358,tt4846340,existing_imdb_id,matched,1
359,tt5555260,exact_title_type_year,matched,1
360,tt0936501,existing_imdb_id,matched,1
361,tt0211915,existing_imdb_id,matched,1
362,tt6146586,existing_imdb_id,matched,1
363,tt1119644,exact_title_type_year,matched,1
364,tt1840309,existing_imdb_id,matched,1
365,tt2191671,exact_title_type_year,matched,1
366,tt33204276,exact_title_type_year,matched,1
367,tt0099487,existing_imdb_id,matched,1
368,tt1318514,existing_imdb_id,matched,1
369,tt0120915,existing_imdb_id,matched,1
370,tt1872181,existing_imdb_id,matched,1
371,tt1205489,existing_imdb_id,matched,1
372,tt9335498,exact_title_type_year,matched,1
373,tt2103281,existing_imdb_id,matched,1
374,tt0082971,existing_imdb_id,matched,1
375,tt2356777,exact_title_type_year,matched,1
376,tt4786824,exact_title_type_year,matched,1
377,tt1442449,exact_title_type_year,matched,1
378,tt4087032,exact_title_type_year,matched,1
379,,,not_found,0
380,tt8677202,exact_title_type_year,matched,1
381,tt1517268,existing_imdb_id,matched,1
382,tt0096579,exact_title_type_year,matched,1
383,tt1099212,existing_imdb_id,matched,1
384,tt6263850,existing_imdb_id,matched,1
385,,,not_found,0
386,tt0253474,existing_imdb_id,matched,1
387,tt0158552,exact_title_type_year,matched,1
388,tt1659337,existing_imdb_id,matched,1
389,tt27543632,existing_imdb_id,matched,1
390,tt2582846,existing_imdb_id,matched,1
391,tt0118715,existing_imdb_id,matched,1
392,,,not_found,0
393,tt1595859,exact_title_type_year,matched,1
394,tt3398228,exact_title_type_year,matched,1
395,tt3480822,existing_imdb_id,matched,1
396,tt0068149,exact_title_type_year,matched,1
397,tt3385516,existing_imdb_id,matched,1
398,tt1979376,existing_imdb_id,matched,1
399,tt0075314,existing_imdb_id,matched,1
400,tt0162222,existing_imdb_id,matched,1
401,tt1045658,existing_imdb_id,matched,1
402,tt1485796,existing_imdb_id,matched,1
403,tt32897959,existing_imdb_id,matched,1
404,,,ambiguous_exact_year,3
405,tt14786934,exact_title_type_year,matched,1
406,tt0364569,existing_imdb_id,matched,1
407,tt2277860,existing_imdb_id,matched,1
408,tt5034838,existing_imdb_id,matched,1
409,tt0114814,existing_imdb_id,matched,1
410,tt0240772,existing_imdb_id,matched,1
411,tt0066921,existing_imdb_id,matched,1
412,tt1790809,existing_imdb_id,matched,1
413,tt0457430,existing_imdb_id,matched,1
414,tt14205554,existing_imdb_id,matched,1
415,tt9376612,existing_imdb_id,matched,1
416,,,year_mismatch,1
417,tt0978032,exact_title_type_year,matched,1
418,tt9253284,exact_title_type_year,matched,1
419,tt2316204,existing_imdb_id,matched,1
420,tt1865718,exact_title_type_year,matched,1
421,tt6723592,existing_imdb_id,matched,1
422,tt2820852,existing_imdb_id,matched,1
423,tt11192306,exact_title_type_year,matched,1
424,tt1250777,existing_imdb_id,matched,1
425,tt1010048,existing_imdb_id,matched,1
426,tt1446714,existing_imdb_id,matched,1
427,tt0443706,existing_imdb_id,matched,1
428,tt1637725,existing_imdb_id,matched,1
429,tt4881806,existing_imdb_id,matched,1
430,tt16358384,exact_title_type_year,matched,1
431,tt17220216,exact_title_type_year,matched,1
432,tt0454921,existing_imdb_id,matched,1
433,tt0095016,existing_imdb_id,matched,1
434,tt0119116,existing_imdb_id,matched,1
435,tt6791350,existing_imdb_id,matched,1
436,tt9022950,exact_title_type_year,matched,1
437,tt0363771,existing_imdb_id,matched,1
438,tt9419884,existing_imdb_id,matched,1
439,tt6334354,existing_imdb_id,matched,1
440,,,ambiguous_exact_year,2
441,tt4508902,exact_title_type_year,matched,1
442,tt34231110,exact_title_type_year,matched,1
443,tt0144084,existing_imdb_id,matched,1
444,tt4016454,exact_title_type_year,matched,1
445,,,year_mismatch,2
446,tt1690953,existing_imdb_id,matched,1
447,tt0327597,existing_imdb_id,matched,1
448,tt39052694,exact_title_type_year,matched,1
449,tt0268978,existing_imdb_id,matched,1
450,tt1527854,exact_title_type_year,matched,1
451,tt3794354,existing_imdb_id,matched,1
452,,,ambiguous_exact_year,2
453,tt0112573,existing_imdb_id,matched,1
454,tt0098878,exact_title_type_year,matched,1
455,tt5421602,exact_title_type_year,matched,1
456,tt9208876,exact_title_type_year,matched,1
457,tt27432264,exact_title_type_year,matched,1
458,tt3230854,exact_title_type_year,matched,1
459,tt3170832,existing_imdb_id,matched,1
460,tt0121765,existing_imdb_id,matched,1
461,tt13911284,exact_title_type_year,matched,1
462,tt1637688,existing_imdb_id,matched,1
463,tt1454029,existing_imdb_id,matched,1
464,tt0103639,existing_imdb_id,matched,1
465,tt6105098,existing_imdb_id,matched,1
466,tt0312172,exact_title_type_year,matched,1
467,tt29623480,existing_imdb_id,matched,1
468,tt8560918,exact_title_type_year,matched,1
469,tt12801262,existing_imdb_id,matched,1
470,tt2810310,exact_title_type_year,matched,1
471,tt0320828,exact_title_type_year,matched,1
472,tt6139732,existing_imdb_id,matched,1
473,tt13293588,exact_title_type_year,matched,1
474,tt22091076,exact_title_type_year,matched,1
475,,,not_found,0
476,tt0096542,exact_title_type_year,matched,1
477,tt0180093,existing_imdb_id,matched,1
478,tt0405159,existing_imdb_id,matched,1
479,tt0092455,exact_title_type_year,matched,1
480,tt2359704,exact_title_type_year,matched,1
481,tt17050076,exact_title_type_year,matched,1
482,tt1219289,existing_imdb_id,matched,1
483,tt4520988,existing_imdb_id,matched,1
484,tt1341338,existing_imdb_id,matched,1
485,tt0974015,existing_imdb_id,matched,1
486,tt0120762,existing_imdb_id,matched,1
487,tt26997679,exact_title_type_year,matched,1
488,tt0073486,existing_imdb_id,matched,1
489,tt1442462,exact_title_type_year,matched,1
490,tt2234222,exact_title_type_year,matched,1
491,tt1663676,exact_title_type_year,matched,1
492,tt8948436,exact_title_type_year,matched,1
493,tt14905854,existing_imdb_id,matched,1
494,tt6473344,exact_title_type_year,matched,1
495,,,not_found,0
496,tt0284718,exact_title_type_year,matched,1
497,tt5626028,exact_title_type_year,matched,1
498,tt3743822,exact_title_type_year,matched,1
499,tt7097896,existing_imdb_id,matched,1
500,tt3110958,existing_imdb_id,matched,1
501,,,ambiguous_exact_year,2
502,,,not_found,0
503,tt0234215,existing_imdb_id,matched,1
504,tt6710474,existing_imdb_id,matched,1
505,tt1022603,existing_imdb_id,matched,1
506,tt10048342,exact_title_type_year,matched,1
507,tt0796366,existing_imdb_id,matched,1
508,tt2230051,exact_title_type_year,matched,1
509,tt10366206,existing_imdb_id,matched,1
510,tt16311594,existing_imdb_id,matched,1
511,tt33086804,exact_title_type_year,matched,1
512,tt2322441,existing_imdb_id,matched,1
513,tt32916440,existing_imdb_id,matched,1
514,tt5700672,existing_imdb_id,matched,1
515,tt0437086,existing_imdb_id,matched,1
516,tt2934286,exact_title_type_year,matched,1
517,tt0414387,existing_imdb_id,matched,1
518,tt0119698,existing_imdb_id,matched,1
519,tt0332452,existing_imdb_id,matched,1
520,tt11280740,exact_title_type_year,matched,1
521,tt0458290,exact_title_type_year,matched,1
522,tt4649466,existing_imdb_id,matched,1
523,tt1229238,existing_imdb_id,matched,1
524,,,not_found,0
525,tt2147999,exact_title_type_year,matched,1
526,tt1596363,existing_imdb_id,matched,1
527,tt0117951,existing_imdb_id,matched,1
528,tt0317248,existing_imdb_id,matched,1
529,tt0121164,existing_imdb_id,matched,1
530,tt11006642,exact_title_type_year,matched,1
531,tt3397884,existing_imdb_id,matched,1
532,tt26743760,exact_title_type_year,matched,1
533,tt1136608,existing_imdb_id,matched,1
534,tt0491738,exact_title_type_year,matched,1
535,tt14824792,exact_title_type_year,matched,1
536,tt5919914,exact_title_type_year,matched,1
537,tt0351283,existing_imdb_id,matched,1
538,tt0103584,exact_title_type_year,matched,1
539,tt0790636,existing_imdb_id,matched,1
540,tt30461087,exact_title_type_year,matched,1
541,tt0098936,exact_title_type_year,matched,1
542,tt0204993,exact_title_type_year,matched,1
543,tt0208092,existing_imdb_id,matched,1
544,tt3846674,existing_imdb_id,matched,1
545,tt1895587,existing_imdb_id,matched,1
546,,,not_found,0
547,tt4630562,existing_imdb_id,matched,1
548,tt0200276,exact_title_type_year,matched,1
549,tt3450958,existing_imdb_id,matched,1
550,tt2710394,exact_title_type_year,matched,1
551,tt0101414,existing_imdb_id,matched,1
552,tt0417299,exact_title_type_year,matched,1
553,tt1604099,exact_title_type_year,matched,1
554,tt0112022,exact_title_type_year,matched,1
555,tt12874990,exact_title_type_year,matched,1
556,tt5296406,exact_title_type_year,matched,1
557,tt5161702,unique_exact_title_type_no_year,matched,1
558,tt0448115,existing_imdb_id,matched,1
559,tt5615700,exact_title_type_year,matched,1
560,,,year_mismatch,3
561,tt5897304,exact_title_type_year,matched,1
562,tt22022452,existing_imdb_id,matched,1
563,tt9561862,exact_title_type_year,matched,1
564,,,year_mismatch,3
565,tt1483013,existing_imdb_id,matched,1
566,tt29550683,existing_imdb_id,matched,1
567,tt9835468,exact_title_type_year,matched,1
568,tt11866324,existing_imdb_id,matched,1
569,tt1232829,existing_imdb_id,matched,1
570,tt8103070,exact_title_type_year,matched,1
571,tt11093718,exact_title_type_year,matched,1
572,tt2381249,existing_imdb_id,matched,1
573,tt0418279,existing_imdb_id,matched,1
574,tt0401916,exact_title_type_year,matched,1
575,tt21909764,existing_imdb_id,matched,1
576,tt0099088,existing_imdb_id,matched,1
577,tt3731562,existing_imdb_id,matched,1
578,tt1623353,exact_title_type_year,matched,1
579,tt0397442,exact_title_type_year,matched,1
580,tt7820906,exact_title_type_year,matched,1
581,tt15678738,existing_imdb_id,matched,1
582,tt4644488,exact_title_type_year,matched,1
583,tt3398540,exact_title_type_year,matched,1
584,tt11286314,existing_imdb_id,matched,1
585,tt2379713,existing_imdb_id,matched,1
586,tt0409459,existing_imdb_id,matched,1
587,tt8599532,exact_title_type_year,matched,1
588,tt0107688,existing_imdb_id,matched,1
589,tt34610311,existing_imdb_id,matched,1
590,tt1408101,existing_imdb_id,matched,1
591,tt0914387,exact_title_type_year,matched,1
592,tt38646634,exact_title_type_year,matched,1
593,tt0078638,exact_title_type_year,matched,1
594,,,ambiguous_exact_year,2
595,tt18808946,existing_imdb_id,matched,1
596,tt0800080,existing_imdb_id,matched,1
597,tt0285403,exact_title_type_year,matched,1
598,,,year_mismatch,3
599,tt0924651,exact_title_type_year,matched,1
600,tt1706620,existing_imdb_id,matched,1
601,tt2737304,existing_imdb_id,matched,1
602,tt2707408,exact_title_type_year,matched,1
603,tt1935859,existing_imdb_id,matched,1
604,tt0387564,existing_imdb_id,matched,1
605,tt5071412,exact_title_type_year,matched,1
606,tt1578873,exact_title_type_year,matched,1
607,tt4046784,existing_imdb_id,matched,1
608,tt11691774,exact_title_type_year,matched,1
609,tt5109280,existing_imdb_id,matched,1
610,tt7349950,existing_imdb_id,matched,1
611,tt33023741,exact_title_type_year,matched,1
612,tt10986410,exact_title_type_year,matched,1
613,tt0073195,existing_imdb_id,matched,1
614,tt13406094,exact_title_type_year,matched,1
615,tt13918776,exact_title_type_year,matched,1
616,tt1641384,exact_title_type_year,matched,1
617,tt3402236,existing_imdb_id,matched,1
618,tt13616990,exact_title_type_year,matched,1
619,tt12020444,exact_title_type_year,matched,1
620,tt1659175,exact_title_type_year,matched,1
621,tt26591110,exact_title_type_year,matched,1
622,,,year_mismatch,1
623,tt7784604,existing_imdb_id,matched,1
624,tt35082595,exact_title_type_year,matched,1
625,tt0118276,exact_title_type_year,matched,1
626,tt10374492,exact_title_type_year_plus_minus_one,matched,1
627,tt35853665,exact_title_type_year,matched,1
628,tt2527338,existing_imdb_id,matched,1
629,tt19244304,exact_title_type_year,matched,1
630,tt7383658,exact_title_type_year,matched,1
631,tt1190080,existing_imdb_id,matched,1
632,,,ambiguous_exact_year,2
633,tt7660850,exact_title_type_year,matched,1
634,tt0110475,existing_imdb_id,matched,1
635,tt11043632,exact_title_type_year,matched,1
636,tt0112178,exact_title_type_year,matched,1
637,tt0112175,exact_title_type_year,matched,1
638,tt37077773,exact_title_type_year,matched,1
639,tt4126476,existing_imdb_id,matched,1
640,tt0365748,existing_imdb_id,matched,1
641,tt4925292,existing_imdb_id,matched,1
642,tt0469494,existing_imdb_id,matched,1
643,,existing_imdb_id,existing_id_not_in_title_basics,0
644,tt0458254,exact_title_type_year,matched,1
645,tt1888075,exact_title_type_year,matched,1
