tconst,directors,writers
tt10011314,"nm2606944,nm4805864,nm2485876",nm2606944
tt10011518,nm0002120,"nm11903359,nm3176878,nm10178949,nm1847413,nm2544715"
tt10011672,nm9661141,
tt10013366,"nm6605433,nm6605434","nm6605433,nm6605434"
tt10013936,nm1639650,
tt10014372,,
tt10014624,"nm10544815,nm6847133","nm10544817,nm10544816"
tt1001465,"nm1677156,nm1278683,nm2741053,nm1618672,nm1135266,nm3141439,nm2140264,nm2414418,nm3687194,nm9247189,nm3275804,nm1137766,nm2158241,nm0325790,nm0328876,nm0824638,nm2344259,nm1557626,nm1718112,nm1289611,nm2911564,nm3257524,nm1810880,nm4174486,nm3227391,nm3795529,nm3131911,nm1822197,nm2679700,nm6817359,nm10641981,nm1510116","nm3262704,nm3275804,nm2741053,nm0505235,nm3131911,nm4174486,nm9247189"
tt1001468,nm1666056,
tt1001471,,"nm0553584,nm2440538,nm0239635,nm1940179"
tt1001473,nm0228134,"nm1558668,nm0095498,nm0154403,nm0227155,nm2009516,nm0971932,nm0458899,nm1030968,nm1024979,nm1038893,nm0805799,nm0918015"
tt1001474,"nm1205463,nm2190409,nm1337524",
tt1001475,"nm0402589,nm4237814,nm3029491","nm0526196,nm1059532,nm1939918,nm1441389,nm1135023,nm0224851,nm0767176,nm1074118,nm1903262,nm0996116,nm1416643,nm0805994,nm0055839"
tt1001481,"nm0703890,nm0473488,nm2708272","nm1663155,nm0703890,nm1207507,nm2658247,nm1043824,nm0338668,nm1952822"
tt1001482,"nm0957197,nm0318916,nm0044803,nm0110644,nm0001093,nm0200380,nm0617042,nm0001508,nm0203215,nm0641373,nm0002835,nm0255802","nm1959505,nm1503347,nm0046329,nm0277880,nm0813561,nm3558363,nm0432612,nm0573336,nm1362905,nm3059930,nm1289754,nm3261416,nm0071299"
tt1001483,nm0727141,"nm1192996,nm0158285,nm1740517,nm1441389,nm2416873,nm8036819,nm1122793,nm0576859,nm0614885,nm0629456,nm3735541,nm0759128,nm0838357,nm0896000,nm1341176"
tt1001484,"nm0926306,nm1148009","nm2609604,nm0839966,nm0953650,nm0191036,nm0247695,nm1134390,nm1192996,nm0418526,nm0209589,nm0003015,nm0582738,nm0186897,nm0224851,nm1059532,nm1003939,nm0824900,nm18581617,nm0625943,nm0100326,nm0143320,nm0728317"
tt1001508,nm0477129,"nm0463359,nm0799050,nm1021163,nm0875710"
tt1001526,nm0569891,"nm0774786,nm2523794"
tt1001558,"nm1061992,nm0098400,nm0844358,nm0485637,nm0593576,nm0052059,nm0518910,nm0744794,nm0908833,nm0110644,nm0399737,nm0732233","nm0004766,nm2614384,nm0009017,nm0189105,nm8404668,nm0276278,nm1017117"
tt10015696,nm0062357,
tt10015794,nm3444755,"nm1396567,nm10545916"
tt10016646,nm1424562,
tt10016724,"nm0269502,nm1742910,nm0716813,nm0929360,nm3345300","nm0269502,nm0543919,nm11592908,nm3873759,nm8334003,nm2508302,nm10728213,nm4315951,nm4666798,nm3646743"
tt10016814,,
tt10019004,"nm2524367,nm0878082","nm0247875,nm1026654,nm6563597,nm1308341,nm2382478,nm7803975,nm0958718"
tt10022066,"nm0120268,nm8703884","nm8021794,nm10548357"
tt10022916,nm1751801,"nm1799368,nm3930854,nm4974834"
tt10023126,,
tt10023172,nm0033384,"nm0033384,nm1919741"
tt10023174,nm1844087,
tt10023178,"nm1410798,nm0689245","nm10232087,nm2198971,nm4627895,nm4064023,nm7275204,nm5482227,nm7781354,nm8687189,nm4323030,nm4371972,nm4578277,nm4451449"
tt10023294,nm0918999,"nm0063140,nm4329054,nm6348603,nm9361418,nm9830702,nm11675744,nm1321511"
tt10023306,nm0329353,
tt10024352,nm2301870,
tt1002605,nm2344259,
tt10026844,"nm2008948,nm0802551,nm1884233,nm10459972",
tt1002739,nm1642615,nm1705223
tt10027946,,
tt10027990,"nm5396854,nm2133235,nm3209293,nm1941507,nm10555304,nm10555305","nm5396854,nm2133235,nm1941507"
tt10028012,nm1107005,nm6213660
tt1002836,"nm3436969,nm0414505","nm2027926,nm0766558,nm1380670,nm1986243,nm0885795,nm1059532,nm0209105,nm0873089,nm1074118,nm0227837,nm1740517,nm3203459,nm1276611,nm0600694,nm1734371,nm1379817,nm0774927,nm1892721,nm0438150"
tt1002838,"nm0950819,nm0450194,nm0571935","nm1502218,nm1764722,nm0129828,nm1275185,nm8690246,nm3833084,nm2190012,nm1314546,nm1953290,nm2089364,nm4137981,nm0450194,nm1327303,nm1839161,nm0997477,nm0614737,nm2154640,nm7878437,nm2222412,nm0911488,nm3413432,nm1929500,nm1242864"
tt10028418,,
tt10028556,nm1104340,"nm3822981,nm3648497"
tt1002892,nm0256679,"nm0256679,nm0728189,nm1662793,nm0106951,nm0707392"
tt1002919,"nm0126756,nm0886789,nm0277078,nm0555616,nm0846117","nm0647374,nm0049569,nm0937725,nm0583264,nm2632151,nm2236676,nm2430983,nm1173204,nm2001578,nm2973918,nm1802494,nm1825181,nm2202768,nm0203102,nm1416372,nm0624645,nm2553228,nm1285688,nm0714246,nm0827530"
tt1002920,nm0652931,"nm0018875,nm0095060,nm0250556,nm0652931,nm0738956"
tt1002921,"nm0804227,nm3415965,nm2422587,nm1834600,nm1895970,nm2138342,nm1743377",
tt1002922,nm1283335,
tt10029274,"nm4802346,nm1086110","nm4802346,nm1086110"
tt1003042,nm0313084,"nm2036167,nm2105912,nm1838706,nm0459851,nm0497556"
tt1003231,nm0458562,"nm1771599,nm2202814"
tt10032342,nm0176496,nm10552385
tt1003236,nm0485819,"nm0471048,nm1780050"
tt1003240,"nm2528875,nm1016688",
tt1003253,"nm0732905,nm0681717,nm2977398","nm0057640,nm0165940,nm0391381,nm0416970,nm3460580,nm0715087,nm0741220,nm0751433,nm0803100"
tt1003376,"nm0484679,nm1496686",
tt10034344,"nm1029895,nm2417390","nm1029895,nm2417390"
tt10034574,nm0811714,"nm0182891,nm0708196,nm0856456"
tt10035750,nm2474437,
tt10035998,nm2285927,"nm8456481,nm2535093,nm3751847,nm3562660,nm2760609"
tt10036104,nm2010790,nm2010790
tt10036682,"nm2112409,nm1635476,nm5133771","nm0960567,nm2102705,nm5272636,nm3988152,nm1740393,nm3065639,nm6357900,nm4152154"
tt10037034,"nm3836245,nm1065229,nm3821224,nm1063492,nm1312731,nm2762294,nm0892264","nm2762294,nm3836245,nm9326999,nm1285774,nm8400757,nm7944464,nm10806860,nm2683474,nm3001737,nm3886672,nm7093734,nm0503899"
tt10037712,"nm10552684,nm10552681,nm10552680,nm10553871,nm10554794,nm10553864,nm10554795,nm10552682",
tt10038600,nm0228134,nm0271013
tt10038720,,
tt10038828,nm2740975,"nm11723546,nm4805373"
tt10039344,nm2280148,nm2280148
tt10040656,"nm0264298,nm0643387,nm10556157","nm2807525,nm3311115,nm0645009,nm0814473"
tt10041404,nm10556277,nm13931017
tt10042074,nm8432325,"nm2257646,nm4607871,nm7144306,nm1394917"
tt10042110,nm3932593,"nm13182952,nm14566345,nm3971277"
tt10042186,nm2260872,"nm8380633,nm7174796,nm2260872"
tt10042222,"nm5636288,nm11138429,nm10388210","nm11142637,nm11117865,nm6435620"
tt10042260,"nm6425987,nm4345177,nm4890526,nm15264518,nm11188686,nm6966778","nm1568991,nm10696391,nm3454456,nm4890526,nm1934692,nm3767434"
tt10042498,"nm2948107,nm2818319","nm2948107,nm2818319"
tt10043766,nm0652541,"nm0652541,nm7099036"
tt10044772,nm4796397,nm8850454
tt10044800,nm1224879,"nm10917913,nm9519466"
tt10044952,nm2608998,"nm1219354,nm2426012,nm2026065"
tt10045256,nm3663084,"nm2974975,nm3472437"
tt1004539,nm8345532,
tt10048342,nm0291082,"nm0291082,nm0778819,nm0856677"
tt10048660,nm5730873,"nm2344851,nm16351675,nm9039644,nm16350793"
tt10048926,,nm14927522
tt10049420,nm2620778,nm0645443
tt10049610,"nm5212342,nm2242451,nm8149371","nm3668395,nm2242451,nm3828077"
tt10050374,,
tt10050618,"nm5447285,nm4479905,nm1012525,nm0451799,nm0560277,nm3585286,nm0711579,nm1102191","nm4479905,nm10531665"
tt10050740,,"nm7557354,nm1847976,nm5565838,nm5419662"
tt10050752,"nm5592581,nm8174095","nm3897065,nm10842260,nm10881562,nm10969000"
tt10050772,"nm3634291,nm1676223,nm4342989,nm2385671,nm2641603,nm4615186,nm3850757,nm3257683,nm6229094","nm2385671,nm4200503,nm1231253,nm8773928,nm6324751,nm6477471,nm1899908,nm1501030,nm3653190,nm5120390"
tt10050778,,"nm0312173,nm2770831"
tt10051414,nm16918955,nm5156213
tt10051464,"nm1194395,nm2179238","nm10561032,nm0387770,nm0464123,nm2179238"
tt10051530,,nm1953143
tt10051598,"nm3634546,nm14155555,nm5802094,nm1900104","nm10561061,nm10559415,nm14155557,nm14155558"
tt10053044,nm0575167,
tt10054118,nm0826530,"nm3955734,nm5970578,nm0826530"
tt10054588,"nm14481267,nm6545737,nm2471724,nm5415636,nm4342517",
tt10054654,"nm0466899,nm7968325",nm4857862
tt10054958,nm1469377,"nm6078700,nm6860207,nm0469689"
tt10055106,nm1646438,
tt10055184,nm2862503,
tt10055734,"nm6563433,nm12371960",nm10637341
tt10055748,,nm5439398
tt10055920,nm3169015,nm3169015
tt10055996,nm8805010,
tt10056648,"nm6922517,nm2210594",
tt10056824,"nm0042768,nm2118842,nm3855412,nm3433368","nm4497810,nm8512912,nm4573135,nm11674215"
tt1005814,nm0616443,"nm1298604,nm0603800,nm1302013,nm1367886"
tt10058722,"nm5144185,nm2339501,nm0368423,nm0911722,nm9767737,nm2759557,nm3307823,nm1911479,nm2728605,nm4751807",nm2425549
tt10059166,"nm0544741,nm1393967,nm1032600","nm8427457,nm17566356,nm1834283,nm3216671,nm10999836,nm2238720,nm2320874,nm0975307,nm3059675"
tt10059466,nm1329868,nm2570841
tt10059562,,
tt10059744,nm0470081,"nm1759863,nm10951774,nm0470081"
tt10062046,"nm1412280,nm8310356,nm1528901,nm2131616","nm9577823,nm9580422,nm10564746,nm6031405,nm3661974,nm8999342,nm6964101,nm10564748,nm3956613,nm10564747"
tt10062292,"nm1158282,nm0788426,nm3265847,nm3414572,nm3060183,nm0962849,nm11200127,nm2288614,nm0579318,nm0768957,nm0612731,nm0390657,nm1888740","nm3265847,nm1411676,nm9818211,nm4627895,nm9276950,nm7789365,nm9789070,nm7531788,nm9009342,nm4873247,nm2288614,nm4030798,nm4659687,nm4460471,nm5314287,nm2346189,nm0454626,nm6333307,nm0931783,nm8320587"
tt10062652,"nm2126148,nm0378681,nm3465216,nm0032495,nm2059537,nm0836430","nm1522142,nm1461542,nm0949724,nm3023628,nm0688943"
tt10063310,nm1052791,"nm0002005,nm0214621,nm0494370"
tt10063676,"nm5278638,nm0368423,nm3082494,nm4156560",
tt10064124,"nm0679261,nm1355949,nm1847762","nm2321796,nm2053159,nm2049569,nm4210949,nm2127738,nm4284504,nm2853495"
tt10065544,nm1471699,
tt10065646,,
tt10065678,"nm2029443,nm7577540,nm1312731,nm0358184,nm1380487,nm1068020,nm5813830,nm1436849","nm1148550,nm9682871,nm7779787,nm3161023,nm0997055,nm0998106,nm2954620,nm4231230,nm1133966,nm0358184,nm0821929,nm10613008"
tt10065930,nm9505128,nm10185386
tt10065934,,
tt10066026,"nm1375928,nm3021588",nm15918664
tt10066406,"nm2524367,nm3623757,nm5496908,nm1676357,nm3482198,nm0327576,nm8278503","nm5738889,nm1421594,nm0280308,nm9522026,nm12836799,nm10567053,nm6524661"
tt1006820,nm1037854,
tt10068916,nm0463628,"nm2417655,nm0475594"
tt10068932,"nm0803568,nm2205463,nm2313809,nm2976232,nm0077433","nm0536370,nm0675618,nm0803568"
tt1006926,nm0879812,"nm1520917,nm1012277"
tt10069372,"nm6135995,nm2510631",
tt10069398,"nm1633071,nm2008031,nm6121016","nm1633071,nm10567959,nm3890140,nm2967498,nm10567958,nm3215588,nm1902099,nm2307377,nm6997883,nm7760025,nm10567957,nm9813682"
tt1007018,nm0580618,nm0580618
tt1007028,nm0003620,nm0003620
tt10073114,nm4863798,nm0523752
tt10074330,"nm1284464,nm3253690","nm3253690,nm0448861,nm11042837,nm10760189,nm3657679,nm4677155,nm0410400,nm1036211,nm1581398,nm0259275,nm0775362,nm4846563,nm17691037"
tt10074532,nm1507448,
tt10075018,nm10570870,
tt10075244,,
tt10075318,"nm3155993,nm3828643,nm1780337,nm1560896,nm0051166","nm4256932,nm10380516,nm11153545,nm9909516,nm4256881,nm5404569,nm9353329,nm8626830,nm3442772,nm2898305"
tt1007713,nm0177680,"nm1896409,nm2623892,nm0230115,nm0341642,nm1893344,nm0799775"
tt1007809,,"nm1660918,nm1722289,nm1341171,nm1335833"
tt10078462,"nm0500867,nm0967692,nm0031342","nm0031342,nm0901286,nm3936614,nm3625304,nm3030564"
tt10078998,nm2422927,"nm2422927,nm2301670,nm10572521,nm14439425"
tt10079396,"nm1089985,nm5553916","nm0124402,nm1472530,nm0748919,nm0874363"
tt10079760,"nm3874098,nm6847133",
tt1008108,"nm0607701,nm0132600,nm0238621,nm0255802,nm0093322,nm1353167,nm0668350,nm0726975","nm0334213,nm0679683,nm0752177,nm0340061,nm0521454,nm0285795,nm2822756,nm0125358,nm3772362,nm1600439"
tt10081120,nm1164192,
tt10081386,"nm13906830,nm2875158,nm1912778",nm13906830
tt10081702,"nm0244011,nm0511582","nm0664840,nm0825347"
tt10082944,"nm1234631,nm2361914,nm0244011","nm0044657,nm3374818,nm3375996,nm0429741,nm0612264,nm0753955,nm1465817,nm1488269"
tt10083260,nm2768638,"nm14023361,nm9919781"
tt10085222,nm4104757,"nm4104757,nm2636047,nm10468836,nm3372967,nm3142501"
tt10085386,"nm2017421,nm0579318,nm12285455","nm2017421,nm5738318,nm2482466,nm3222583,nm2354433,nm2114614,nm2276574,nm5216476,nm3865493,nm0249931,nm0199180,nm1840504,nm2231487,nm1180290"
tt1008628,"nm0784808,nm0919262,nm0460361","nm0257239,nm0473201,nm1129274,nm0634928,nm0784808"
tt10086512,"nm1597897,nm1860790",
tt10087022,nm10576070,
tt10087444,nm0010254,"nm0188782,nm1349075,nm0853034,nm7533665"
tt10087640,"nm3394687,nm0536423,nm3109919","nm10843194,nm10576485,nm10576484"
tt10087694,"nm9297068,nm2954074,nm10096984","nm0996116,nm0376503,nm10096984,nm2954074,nm0700834,nm8090595"
tt10088086,"nm0994342,nm3996747,nm0609399,nm6931673,nm2444078","nm3648915,nm16383610"
tt1008996,,
tt1008997,nm0289977,
tt10090958,,nm3671857
tt10091306,"nm3174584,nm1135329,nm1490935,nm1304308,nm1179870,nm0858680","nm8137208,nm3174584,nm8735558,nm15371523,nm8085586,nm10202287,nm8833822,nm0617683,nm1146154,nm7621092,nm8839426,nm2310408"
tt10091398,nm5647399,nm5647399
tt10091690,nm2539256,
tt10091828,"nm3703121,nm4504726","nm11070332,nm3309295,nm14863455,nm11070334,nm4692674,nm2138287,nm15295785,nm7138678,nm11070335,nm11070331,nm11070333,nm2600477,nm4339939"
tt10092622,nm0824677,"nm8432115,nm2525174,nm7401963,nm8501437"
tt10092802,nm2119478,nm5967536
tt10094094,nm10579113,
tt10094402,nm1905599,"nm0102655,nm9223974"
tt10094546,"nm1919480,nm0688490","nm3280198,nm18423385,nm1942312,nm0471763,nm1930861,nm1360317,nm4938888,nm8580522,nm9787162"
tt10094634,nm7978526,"nm1615033,nm3311874,nm3709364,nm0738925"
tt10095376,nm1514527,"nm5888610,nm1162520,nm4298211,nm1514527,nm1393934,nm1390034,nm10590161,nm2621873,nm2837568,nm2200110,nm4511766,nm3623679,nm3242406"
tt10095402,nm2017332,
tt10095582,nm0001054,"nm0001054,nm0000636"
tt10095968,nm2389029,
tt10096174,,nm5820134
tt10096500,nm1393967,"nm1175129,nm1393967,nm5665589"
tt10097916,"nm6676673,nm6676672","nm1957780,nm10691036,nm16556210,nm16556215,nm16556211,nm16556213,nm16556217,nm16556214,nm16556212,nm16556216"
tt10097966,,
tt10098248,"nm3487158,nm1741056,nm1117076,nm2662869,nm1791155,nm1638278,nm18563934","nm1726831,nm5338107,nm2409374,nm1038552,nm2090169,nm1618219,nm2527772,nm1827228,nm6255085,nm1461674,nm1907812,nm5269840,nm5078507,nm3535445,nm7151003,nm2415700"
tt10098458,,
tt10098498,nm2997761,"nm8992302,nm0122745,nm1366304,nm2305457,nm1558919,nm3444804,nm4953687,nm12251108,nm2879196,nm5572503,nm3149787,nm0325648,nm2397742,nm3411280,nm1749212,nm1411440,nm1016863,nm0525075,nm1626604,nm0546153,nm1713577,nm2997761,nm4261991,nm0698599,nm12318599,nm0744748,nm5104746,nm0789045,nm0806102,nm6096053,nm1401151,nm1277692,nm3538622,nm1837952,nm0944034"
tt10098592,nm0074844,"nm0074844,nm0619559"
tt10098620,"nm5294992,nm2866226","nm11365907,nm1543343"
tt10098728,nm0284308,"nm0038803,nm11808180"
tt10098792,"nm5519375,nm5519454","nm9826385,nm7686250,nm6832849,nm9200388"
tt10099398,"nm10581321,nm10581322",nm0631839
tt1010048,"nm0000965,nm0849164","nm0064479,nm3139511"
tt10101134,nm0651692,"nm0651692,nm1559725"
tt10101166,nm1934273,"nm2317466,nm6409247"
tt10101272,nm7995976,nm17899130
tt10101306,,
tt10101340,"nm0070983,nm5687427",
tt10101380,nm6340167,
tt10101518,"nm3092172,nm6576097","nm7473003,nm3990490,nm5564203,nm9488129,nm12784291"
tt10101720,nm8227980,"nm6258810,nm9093537"
tt10102164,,
tt10102384,nm0680580,nm0680580
tt10102930,nm11988174,
tt10102954,"nm1367460,nm3904886","nm15885699,nm17243697,nm17243704,nm10307275,nm17243703,nm17243701,nm17744433,nm10307272,nm17243707,nm17243700,nm17744431,nm17243709,nm15531585,nm14096541,nm17243706,nm14947797,nm5073652,nm17766283,nm3097097,nm2227008,nm17744693,nm17744697,nm17744432,nm17782148,nm17767746,nm17770540,nm17770617,nm17770382,nm9071875,nm17744382,nm17744381,nm17767925,nm17960182,nm17766342,nm17543811,nm13310783,nm17770684,nm17821411,nm17785495,nm17821575,nm17770711,nm17782151,nm17819986,nm17770702,nm10775730,nm17785493,nm17782147,nm17820035,nm17910970,nm17770618,nm17770383,nm13298185,nm17820034,nm4124984,nm9325808,nm4184702,nm17767900,nm17243848,nm4366157,nm17868860,nm17243849,nm17744695,nm17822029,nm17868861,nm17744694,nm17822026,nm17744696,nm17744666,nm3204989,nm17744429,nm10307271,nm17744430,nm17744661,nm17744383,nm17744662,nm17744663,nm17744380,nm17744664,nm17747351,nm17744665,nm17766341,nm14604590,nm18040782,nm18375105,nm18040783,nm17767966,nm18040788,nm17960184,nm9724677,nm12560272,nm17885032,nm18040786,nm17960183,nm18551473,nm17960181,nm17767964,nm17770318"
tt1010360,"nm1573573,nm0887690","nm0225769,nm0941911"
tt1010363,nm0217825,"nm3246690,nm1449857,nm1451093"
tt1010364,nm0368339,"nm0782557,nm0956972"
tt1010368,nm1212770,nm1434762
tt10104244,"nm1382242,nm1325758","nm2814585,nm2698526,nm1275228,nm0795190"
tt10106108,nm6543195,"nm1663026,nm0736155,nm2122762,nm0880055"
tt10106340,"nm1899338,nm10584575",nm1643782
tt10106812,nm2445807,
tt10107210,nm0596962,"nm3757862,nm0074163,nm9142721,nm1930861,nm0596962,nm0611126,nm0709726,nm5335191,nm6978222,nm3283199"
tt10107618,nm6685752,
tt10108664,nm6407752,"nm2034166,nm6407752,nm1810119,nm2610778"
tt10110244,nm3243688,"nm4170983,nm10295540,nm3243688"
tt10111810,,
tt10112036,"nm1834175,nm3379583,nm5352940,nm8749342,nm3067825,nm1959842,nm8266782,nm9799996,nm1388009,nm5070818","nm10327653,nm2763839,nm11687778,nm7792022,nm3899396,nm9071875,nm10310247"
tt10112054,nm3884100,
tt10112084,nm3947540,
tt10112282,"nm3707302,nm5151254,nm6817392,nm4952557,nm3491868,nm3587313,nm2424151","nm3707302,nm3519336,nm1783961,nm14100859,nm14048269"
tt10112506,"nm1473091,nm1475794,nm5683679,nm2373617,nm10654797,nm2146887,nm2455668","nm1473091,nm1475794,nm2035213,nm5683679,nm2373617,nm10654797,nm2146887,nm2455668,nm1681077,nm1846240"
tt10115046,,
tt10115054,"nm3695286,nm2557950,nm3919330,nm8021414,nm0292138,nm3760337,nm5398283,nm5600941,nm3801407","nm3919330,nm2557950,nm2574778,nm3695286"
tt10115104,,
tt10115394,,
tt10115426,,
tt10115638,nm0094730,"nm9920517,nm10267010"
tt1011591,,nm0814932
tt10116944,nm6336267,"nm6336267,nm1666124,nm6445388,nm0316581,nm9965780,nm10589487,nm1879428,nm9578968,nm2309908,nm10589489,nm10659465,nm10589500,nm9463133,nm2506728"
tt10117374,,
tt10117704,"nm9123259,nm15234354,nm3227817,nm5259467","nm15234353,nm4620251"
tt10118110,nm0189327,"nm1580161,nm0909032"
tt10118294,"nm2633477,nm9758741,nm10186558,nm1921878,nm7709518","nm2633477,nm12501407"
tt10118986,nm5083339,
tt10119142,nm1338259,nm5394394
tt10119542,"nm1332703,nm5045907,nm2925493,nm0768053,nm1040613,nm1794019,nm2604079","nm5738889,nm9971263,nm1794019,nm2497076,nm7903328,nm3422281,nm4878982,nm11015743,nm1346474,nm8362239,nm3871977,nm1311453,nm4082226,nm10283653,nm10814571"
tt10120734,"nm1680305,nm4383633,nm1878112","nm1427433,nm8229234,nm8615527,nm12645177"
tt10121208,,nm9190153
tt10121228,"nm1162718,nm8571517,nm10309519",
tt10121288,nm6617832,"nm6617832,nm7153883"
tt10121738,,"nm0122745,nm0260122,nm2879196,nm1626604,nm2997761,nm1633401,nm1277692,nm1989373"
tt10122020,nm10881474,nm5411362
tt10122296,,
tt10122380,"nm5394394,nm1338259",nm5394394
tt10122474,nm0110644,nm3135482
tt10122594,,"nm4679698,nm3647127"
tt10122600,,
tt10122686,nm2496899,
tt10122814,nm5362106,"nm10582403,nm8376316"
tt10124212,,
tt10124256,"nm2730731,nm8301629",nm0276819
tt10125304,nm7378652,
tt10125702,"nm11305023,nm0818912","nm10271144,nm0763644"
tt10126500,"nm2102826,nm0004000,nm3482947,nm1534503,nm10634514,nm1203821","nm0345742,nm0705107,nm1225622,nm0479298,nm2944207"
tt1012729,nm0626686,nm0626686
tt10127422,"nm1023473,nm2807192","nm2240791,nm4841619,nm7371180,nm7115134"
tt10128190,nm2487371,"nm2487371,nm1960325"
tt10128846,nm0000338,nm0000338
tt1012984,"nm1108967,nm0227300,nm0660245",nm0660245
tt1013119,nm0398871,"nm0669192,nm0832491"
tt10132320,nm4956873,"nm2197127,nm9638802,nm7549145,nm6363675,nm4956873,nm4212790"
tt10132406,"nm0532702,nm4946760,nm3274826","nm3987270,nm4946760,nm0532702,nm3274826,nm10596651"
tt10132918,"nm3380955,nm5381781,nm5343318","nm4998560,nm1903262,nm1416643,nm12334806,nm7865232,nm3404417,nm5332562,nm1952510,nm1691865,nm11283767,nm3341920,nm5611891,nm3349440,nm2750231,nm2736582"
tt10132958,"nm9527628,nm0517777",
tt10133044,,"nm2289854,nm10561583,nm4428752,nm5739834,nm7878258"
tt10133226,nm2081630,"nm1316160,nm3384519,nm1479682,nm6654415,nm1649640,nm5848072,nm5225735"
tt10133336,nm3714073,"nm2205334,nm5754515,nm9396131,nm1688137,nm3403026,nm7676214,nm3404686,nm1255792,nm0957652"
tt10133366,,
tt10133370,"nm4596383,nm4214516","nm4596383,nm4214516,nm5506336,nm3675932"
tt10133388,"nm2605840,nm2225920,nm2355477","nm2056369,nm2054691,nm2299043,nm1409626,nm1407809,nm5475056,nm10724244,nm2773785,nm3553878,nm2908313"
tt10133418,"nm1672302,nm3376766,nm2471751,nm4774327",nm2230362
tt10133864,nm8987077,"nm8987077,nm3722112,nm4785060,nm10598686,nm2092525,nm6708435,nm0003045,nm7677172,nm6484989"
tt1013424,,nm0757111
tt10135034,nm1238441,nm1108327
tt10135288,nm2171007,"nm14152540,nm11312214,nm10412460,nm4278965,nm12211639,nm3064982,nm3957822,nm14677423,nm2171007,nm4705986"
tt10135740,"nm2688443,nm1493163","nm2688443,nm1493163"
tt10136656,,
tt1013743,nm0003506,nm0642277
tt1013753,nm0001814,nm0085257
tt10137860,,
tt10137976,nm5717917,
tt10138386,nm2317803,"nm0636513,nm3623864"
tt1013871,nm1636154,nm1636154
tt1013873,nm0362395,nm0485712
tt10140028,"nm0723470,nm1442874,nm1436651,nm7685488","nm3826027,nm7429549,nm4460471,nm6505248,nm4410278,nm1689290,nm1502218,nm4342127,nm9215536,nm5154229"
tt10140376,nm6250318,nm4446121
tt10141010,nm15430091,
tt10141052,nm5842268,
tt10141612,"nm5259684,nm8609414",
tt10145110,"nm0677956,nm0750076,nm1164475","nm11381309,nm3902488,nm0677956,nm0750076,nm10800355,nm1063191"
tt1014516,nm1459873,
tt10145322,,
tt10145562,,
tt10145662,,
tt10146162,nm0801625,"nm0456990,nm0801625"
tt10147230,,
tt10147382,"nm0155280,nm1299690,nm1928500,nm6337063,nm1905770,nm1249411,nm1403892","nm1299690,nm4734096,nm10418573,nm8130480,nm3369882,nm11201832,nm8691513,nm11201833,nm1905770,nm1249411,nm11201834,nm11201835,nm10409889,nm7814595,nm11201831,nm11054866"
tt1014741,"nm0003474,nm0001808","nm0001808,nm0905818,nm1802537,nm0661275"
tt10147520,nm0317834,"nm0057774,nm0317834,nm0518711,nm2197371,nm0616393"
tt10147542,nm4409019,
tt1014759,nm0000318,"nm0941314,nm0140902"
tt10147614,"nm9471987,nm5582003,nm2545920,nm4889656,nm5783214,nm7270288,nm6137026,nm9803233,nm8235475","nm8042509,nm1135031,nm2308646,nm1388940,nm0206470"
tt10147644,nm1079062,"nm1454192,nm1079062,nm2553218,nm1952158"
tt10147672,nm3685845,"nm5459440,nm3321653"
tt10147676,"nm10624516,nm1857380,nm3481335","nm10624517,nm7819726,nm10154745,nm9842887,nm13718991,nm1437892"
tt10147732,,
tt1014775,nm0331532,"nm1583667,nm0124244"
tt10147790,"nm2238947,nm3640406,nm2244472","nm1104534,nm3118290,nm2945908,nm1571966,nm1138389,nm5910739"
tt10147858,nm2410061,
tt10147894,nm0802551,"nm3879624,nm0802551"
tt1014793,"nm0369084,nm1185675","nm3246239,nm0330911,nm1836368"
tt10148028,"nm0024063,nm0031588,nm2006292","nm2087782,nm2413361"
tt10148174,"nm0944798,nm0994368,nm0191044,nm0135529,nm0548159,nm0878768,nm2978148,nm0500685,nm2364623,nm0961594","nm1891501,nm0991355,nm3079117,nm3877885,nm0619408,nm9242487,nm10164764,nm1223804,nm4386144,nm2006934,nm2408940,nm2584005,nm0349966,nm4230277,nm3771806,nm4498870,nm13146204"
tt10149980,"nm0289513,nm0305850,nm1805411","nm0119255,nm8797073,nm3444662,nm2847434,nm1382622,nm0701880"
tt10150154,nm0918214,"nm5961451,nm3323921"
tt10150214,nm0216214,"nm1016235,nm0421614,nm1321494,nm0623900"
tt10150360,"nm1663004,nm5145285,nm5460485","nm1371927,nm2110261,nm6699136,nm5246010,nm2083354,nm1419272"
tt10150924,"nm0174395,nm0347797,nm3308373,nm2489259,nm4108186","nm0174395,nm2663826"
tt10151176,nm4866109,"nm4866109,nm4433651,nm6368855"
tt10151658,nm0916867,"nm2155991,nm0230115,nm0341642,nm4017399,nm8500695,nm5312291,nm3667576"
tt10151772,nm0583515,"nm1062565,nm1108471,nm3904550,nm9763080,nm1045051,nm9658812"
tt10151794,nm3723981,"nm2676479,nm3269881"
tt10151854,nm2497546,"nm2849655,nm0604555,nm1791910,nm1304148,nm0551376"
tt10151988,nm1158974,"nm1511270,nm7637799,nm2355017,nm2938399,nm4740690,nm1001377,nm1628379,nm3465998"
tt10152900,"nm8457262,nm5194682","nm3155836,nm3308443,nm2010832,nm10606852,nm4817015,nm2609481"
tt10153514,nm1802102,
tt10153632,nm10606969,
tt10154432,nm1713271,
